Solicitação;UsuarioSolicit;Etapa;Item;Descrição;Comprador;Solicitação;DtAprovSol;Entrega;Qt.Solicitada;PrUnitSol;VlSolicitacao;Qt.Recebida;Saldo;Pedido;Dt.Pedido;Ordem;Fornec;Nome Abreviado;Pre‡o Unit rio;Vlr Total;DtAprovPedido;Estado;Sit.Ordem;DtRejeitoPed;Aprovador
109.040;2511_matheus;10_RECEBIDA;372150022;AÇO VMO 210 X 210 X 120;irineu;14/03/2025;18/03/2025;16/04/2025;1;1.671,10;1.671,10;1;0;82.508;21/03/2025;194.286;4771;VILLARES MET;1.671,10;1.671,10;02/04/2025;Aprovada;Recebida;;clayton
109.040;2511_matheus;10_RECEBIDA;372150021;AÇO VMO 210 X 210 X 160;irineu;14/03/2025;18/03/2025;16/04/2025;2;2.230,82;4.461,64;2;0;82.508;21/03/2025;194.287;4771;VILLARES MET;2.230,20;4.460,40;02/04/2025;Aprovada;Recebida;;clayton
109.044;2303_roberto;09_PDACEITO_FOR;701810018;SERRA CIRC. SC INFINIT ALU 500 X 3,0 X 3,5 X 25,4 X 108Z;Irineu;14/03/2025;18/03/2025;05/05/2025;1;1.700,93;1.700,93;0;1;55.647;29/11/2017;194.288;1519;SUL CORTE;2.054,85;2.054,85;;Aprovada;Confirmada;;clayton
109.044;2303_roberto;09_PDACEITO_FOR;701810033;SERRA CIRC. SC INFINIT ALU 460 X 2,27 X 2,7 X 25,4 X 100Z;Irineu;14/03/2025;18/03/2025;06/06/2025;1;1.550,00;1.550,00;0;1;55.647;29/11/2017;194.289;1519;SUL CORTE;2.007,19;2.007,20;;Aprovada;Confirmada;;clayton
109.045;2522_josiane;09_PEDIDO_FOR;991010003;MATERIAIS PRIMEIROS SOCORROS/EPI´S;irineu;14/03/2025;14/03/2025;01/05/2025;1;339;339;0;1;82.741;10/04/2025;194.263;6375;PWD;357,26;357,26;10/04/2025;Aprovada;Confirmada;;2522_josiane
109.046;2303_roberto;10_RECEBIDA;701810020-AS;PS SERRA Ø300 1,8 X 2,2 X 72 Z PLATE/ HOLLOW - AFIACAO;irineu;14/03/2025;18/03/2025;01/04/2025;2;78;156;2;0;58.282;11/07/2018;194.290;4342;GRINDER;78;156;;Aprovada;Recebida;;clayton
109.046;2303_roberto;10_RECEBIDA;701810020-PS;PS SERRA Ø300 1,8 X 2,2 X 72 Z PLATE/ HOLLOW - PREENCHIMENTO;irineu;14/03/2025;18/03/2025;01/04/2025;7;57;399;7;0;58.282;11/07/2018;194.291;4342;GRINDER;57;399;;Aprovada;Recebida;;clayton
109.046;2303_roberto;10_RECEBIDA;701810020-TS;PS SERRA Ø300 1,8 X 2,2X72Z PLATE/HOLLOW - TROCA DE PASTILHA;irineu;14/03/2025;18/03/2025;01/04/2025;1;387;387;1;0;58.282;11/07/2018;194.292;4342;GRINDER;387;387;;Aprovada;Recebida;;clayton
109.046;2303_roberto;10_RECEBIDA;701810020-IS;PS SERRA Ø300 1,8 X 2,2X72Z PLATE/HOLLOW - TROCA PARCIAL;irineu;14/03/2025;18/03/2025;01/04/2025;22;10,2;224,4;22;0;58.282;11/07/2018;194.293;4342;GRINDER;10,2;224,4;;Aprovada;Recebida;;clayton
109.046;2303_roberto;10_RECEBIDA;701810001-TS;PS SERRA COPO SWASH PLATE Ø40.8 - TROCA DE PASTILHA;irineu;14/03/2025;18/03/2025;01/04/2025;3;398;1.194,00;3;0;58.282;11/07/2018;194.294;4342;GRINDER;398;1.194,00;;Aprovada;Recebida;;clayton
109.048;2303_roberto;09_PEDIDO_FOR;701060937;BROCA MD 2C HEL SRI Ø2,5 X 7 X Ø8 X 95  (701820066);irineu;14/03/2025;18/03/2025;22/04/2025;2;249,45;498,9;0;2;82.526;24/03/2025;194.295;4217;GR DRILL;262,4214;524,8428;27/03/2025;Aprovada;Confirmada;;clayton
109.048;2303_roberto;09_PEDIDO_FOR;701060936;BROCA MD 2C HEL SRI Ø9 X 11,26 X Ø15,025 X 95 (701820066);irineu;14/03/2025;18/03/2025;22/04/2025;2;744,16;1.488,32;0;2;82.526;24/03/2025;194.296;4217;GR DRILL;782,8563;1.565,71;27/03/2025;Aprovada;Confirmada;;clayton
109.053;2511_matheus;09_PEDIDO_FOR;881960251tt;PS TT SUPORTE P/ BASE UNIVERSAL P/ POSTIÇO SOLDA - PISTÃO;irineu;17/03/2025;18/03/2025;24/04/2025;4;52,5;210;0;4;82.523;24/03/2025;194.297;3057;NORMATIC SJP;52,5;210;10/04/2025;Aprovada;Confirmada;;clayton
109.058;2483_caio;10_RECEBIDA;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;17/03/2025;17/03/2025;31/03/2025;2;1.500,00;3.000,00;2;0;82.460;17/03/2025;194.264;1101;CALMON;1.500,00;3.000,00;17/03/2025;Aprovada;Recebida;;2475_luciano
109.058;2483_caio;10_RECEBIDA;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;17/03/2025;17/03/2025;31/03/2025;2;800;1.600,00;2;0;82.460;17/03/2025;194.265;1101;CALMON;800;1.600,00;17/03/2025;Aprovada;Recebida;;2475_luciano
109.063;2439_luiz;10_RECEBIDA;801040252;ABAFADOR CONCHA;irineu;17/03/2025;17/03/2025;27/03/2025;8;63,64;509,12;8;0;73.133;22/03/2022;194.268;3500;PISEBEMLOG;63,64;509,12;;Aprovada;Recebida;;2439_luiz
109.064;fabricia;09_PDACEITO_FOR;991010131;BUFFET PARA EVENTO;miriam;17/03/2025;17/03/2025;30/04/2025;190;119,9;22.781,00;0;190;82.467;18/03/2025;194.269;6345;VILLA ROSA;119,9;22.781,00;19/03/2025;Aprovada;Confirmada;;luciana
109.064;fabricia;09_PDACEITO_FOR;991010131;BUFFET PARA EVENTO;miriam;17/03/2025;17/03/2025;30/04/2025;190;14;2.660,00;0;190;82.467;18/03/2025;194.270;6345;VILLA ROSA;14;2.660,00;19/03/2025;Aprovada;Confirmada;;luciana
109.064;fabricia;09_PDACEITO_FOR;991010131;BUFFET PARA EVENTO;miriam;17/03/2025;17/03/2025;25/04/2025;300;17,9;5.370,00;0;300;82.473;18/03/2025;194.271;6352;F2G BEBIDAS;18,3;5.490,00;19/03/2025;Aprovada;Confirmada;;luciana
109.065;2303_roberto;10_RECEBIDA;371100002;AÇO D2 - 38,1 x 41,3 x 44,4;irineu;17/03/2025;18/03/2025;04/04/2025;8;35,62;284,96;8;0;82.506;20/03/2025;194.298;4771;VILLARES MET;35,62125;284,97;21/03/2025;Aprovada;Recebida;;clayton
109.065;2303_roberto;10_RECEBIDA;371100002;AÇO D2 - 38,1 x 41,3 x 44,4;irineu;17/03/2025;18/03/2025;05/05/2025;8;35,62;284,96;8;0;82.506;20/03/2025;194.299;4771;VILLARES MET;35,62125;284,97;21/03/2025;Aprovada;Recebida;;clayton
109.065;2303_roberto;10_RECEBIDA;371100002;AÇO D2 - 38,1 x 41,3 x 44,4;irineu;17/03/2025;18/03/2025;05/06/2025;8;35,62;284,96;8;0;82.506;20/03/2025;194.301;4771;VILLARES MET;35,62125;284,97;21/03/2025;Aprovada;Recebida;;clayton
109.065;2303_roberto;10_RECEBIDA;371100002;AÇO D2 - 38,1 x 41,3 x 44,4;irineu;17/03/2025;18/03/2025;04/07/2025;8;35,62;284,96;8;0;82.506;20/03/2025;194.302;4771;VILLARES MET;35,62125;284,97;21/03/2025;Aprovada;Recebida;;clayton
109.066;fabricia;09_PDACEITO_FOR;991120037;PS SERVIÇOS DE TERCEIROS EVENTOS;miriam;17/03/2025;17/03/2025;25/04/2025;1;1.480,00;1.480,00;0;1;82.468;18/03/2025;194.277;6346;DAYANE FONSE;1.480,00;1.480,00;19/03/2025;Aprovada;Confirmada;;luciana
109.067;2439_luiz;10_RECEBIDA;801030364;BOTINA SEGURANÇA SUPERSAFETY C/ELÁSTICO BICO COMPOSITE Nº 41;Irineu;17/03/2025;17/03/2025;27/03/2025;4;79,7132;318,8528;4;0;76.958;25/05/2023;194.278;5727;SUPER SAFETY;98,9;395,6;;Aprovada;Recebida;;2439_luiz
109.067;2439_luiz;10_RECEBIDA;801030365;BOTINA SEGURANÇA SUPERSAFETY C/ELÁSTICO BICO COMPOSITE Nº 42;Irineu;17/03/2025;17/03/2025;27/03/2025;4;79,7132;318,8528;4;0;76.958;25/05/2023;194.279;5727;SUPER SAFETY;98,9;395,6;;Aprovada;Recebida;;2439_luiz
109.067;2439_luiz;10_RECEBIDA;801030363;BOTINA SEGURANÇA SUPERSAFETY C/ELÁSTICO BICO COMPOSITE Nº 40;Irineu;17/03/2025;17/03/2025;27/03/2025;4;79,7132;318,8528;4;0;76.958;25/05/2023;194.280;5727;SUPER SAFETY;98,9;395,6;;Aprovada;Recebida;;2439_luiz
109.067;2439_luiz;10_RECEBIDA;801030362;BOTINA SEGURANÇA SUPERSAFETY C/ELÁSTICO BICO COMPOSITE Nº 39;Irineu;17/03/2025;17/03/2025;27/03/2025;4;79,7132;318,8528;4;0;76.958;25/05/2023;194.281;5727;SUPER SAFETY;98,9;395,6;;Aprovada;Recebida;;2439_luiz
109.068;2303_roberto;09_PEDIDO_FOR;701810034;SERRA CIRCULAR SCW Ø400 X 3,5 X 120z (CORTE TAURUS);irineu;17/03/2025;18/03/2025;30/04/2025;1;1.079,35;1.079,35;0;1;82.478;18/03/2025;194.303;4855;CORTESA IMP.;1.077,30;1.077,30;21/03/2025;Aprovada;Confirmada;;clayton
109.069;2303_roberto;10_RECEBIDA;701650158;MANDRIL HID. SDF-EC BT40 Ø20 L1=72.5;irineu;17/03/2025;18/03/2025;14/04/2025;1;1.555,12;1.555,12;1;0;82.654;02/04/2025;194.304;3948;SCHUNK;1.555,12;1.555,12;04/04/2025;Aprovada;Recebida;;clayton
109.069;2303_roberto;10_RECEBIDA;701650158;MANDRIL HID. SDF-EC BT40 Ø20 L1=72.5;irineu;17/03/2025;18/03/2025;03/06/2025;1;1.555,12;1.555,12;1;0;82.654;02/04/2025;194.305;3948;SCHUNK;1.555,12;1.555,12;04/04/2025;Aprovada;Recebida;;clayton
109.069;2303_roberto;10_RECEBIDA;701650158;MANDRIL HID. SDF-EC BT40 Ø20 L1=72.5;irineu;17/03/2025;18/03/2025;03/07/2025;1;1.555,12;1.555,12;1;0;82.654;02/04/2025;194.306;3948;SCHUNK;1.555,12;1.555,12;04/04/2025;Aprovada;Recebida;;clayton
109.070;2303_roberto;10_RECEBIDA;701800041;PARAFUSO TORK M3,5 X 8,5 UPT 059;irineu;17/03/2025;18/03/2025;28/03/2025;40;8,9;356;40;0;82.479;18/03/2025;194.307;5752;ART;8,9;356;21/03/2025;Aprovada;Recebida;;clayton
109.078;estagiariomt;10_RECEBIDA;651310364;BROCA VIDEA CONCRETO;irineu;18/03/2025;18/03/2025;18/03/2025;2;2,5;5;2;0;82.481;18/03/2025;194.308;4614;BALAROTI MER;9,9;19,8;19/03/2025;Aprovada;Recebida;;2475_luciano
109.078;estagiariomt;10_RECEBIDA;651310056;REGISTRO ESF. SOLDAVEL 50MM C/ UNIÃO;irineu;18/03/2025;18/03/2025;07/04/2025;1;38;38;1;0;82.682;04/04/2025;194.309;6366;AQUA PLASTIC;49,48;49,48;04/04/2025;Aprovada;Recebida;;2475_luciano
109.081;estagiariomt;10_RECEBIDA;991010054;COMPONENTES DE SERVICO;irineu;18/03/2025;21/03/2025;31/03/2025;63;12,65;796,95;63;0;82.519;21/03/2025;194.446;5382;MARUMBY;12,65;796,95;26/03/2025;Aprovada;Recebida;;2475_luciano
109.081;estagiariomt;10_RECEBIDA;991010054;COMPONENTES DE SERVICO;irineu;18/03/2025;21/03/2025;31/03/2025;10;1,7;17;10;0;82.519;21/03/2025;194.447;5382;MARUMBY;1,7;17;26/03/2025;Aprovada;Recebida;;2475_luciano
109.083;estagiariorh;09_PDACEITO_FOR;991120037;PS SERVIÇOS DE TERCEIROS EVENTOS;miriam;18/03/2025;18/03/2025;28/04/2025;1;890;890;0;1;82.483;18/03/2025;194.357;5824;AURORA BELLA;890;890;19/03/2025;Aprovada;Confirmada;;luciana
109.084;fabricia;10_RECEBIDA;991020126;PS SERVIÇOS DE AÇOES MOTIVACIONAIS;miriam;18/03/2025;18/03/2025;15/04/2025;12;194;2.328,00;12;0;82.482;18/03/2025;194.358;5831;ANHOLETO;204,15;2.449,80;19/03/2025;Aprovada;Recebida;;luciana
109.084;fabricia;10_RECEBIDA;991020126;PS SERVIÇOS DE AÇOES MOTIVACIONAIS;miriam;18/03/2025;18/03/2025;15/04/2025;7;194;1.358,00;7;0;82.482;18/03/2025;194.359;5831;ANHOLETO;204,15;1.429,05;19/03/2025;Aprovada;Recebida;;luciana
109.084;fabricia;10_RECEBIDA;991020126;PS SERVIÇOS DE AÇOES MOTIVACIONAIS;miriam;18/03/2025;18/03/2025;15/04/2025;4;194;776;4;0;82.482;18/03/2025;194.360;5831;ANHOLETO;204,15;816,6;19/03/2025;Aprovada;Recebida;;luciana
109.084;fabricia;10_RECEBIDA;991020126;PS SERVIÇOS DE AÇOES MOTIVACIONAIS;miriam;18/03/2025;18/03/2025;15/04/2025;5;194;970;5;0;82.482;18/03/2025;194.361;5831;ANHOLETO;204,15;1.020,75;19/03/2025;Aprovada;Recebida;;luciana
109.084;fabricia;10_RECEBIDA;991020126;PS SERVIÇOS DE AÇOES MOTIVACIONAIS;miriam;18/03/2025;18/03/2025;15/04/2025;2;194;388;2;0;82.482;18/03/2025;194.362;5831;ANHOLETO;204,15;408,3;19/03/2025;Aprovada;Recebida;;luciana
109.091;estagiariomt;10_RECEBIDA;991010054;COMPONENTES DE SERVICO;irineu;18/03/2025;02/04/2025;22/04/2025;1;930;930;1;0;82.729;10/04/2025;194.829;6364;G&A CEMIN;930;930;14/04/2025;Aprovada;Recebida;;2475_luciano
109.092;2511_matheus;12_ELIMINADA;373010007;AÇO H13 QUADRADO 310 X 120;miriam;18/03/2025;18/03/2025;18/03/2025;1;3.644,21;3.644,21;0;1;82.484;18/03/2025;194.369;4771;VILLARES MET;3.644,21;3.644,21;;Aprovada;Eliminada;;fabioa
109.092;2511_matheus;12_ELIMINADA;373010008;AÇO H13 QUADRADO 310 X 160;miriam;18/03/2025;18/03/2025;18/03/2025;1;4.860,28;4.860,28;0;1;82.484;18/03/2025;194.370;4771;VILLARES MET;4.860,29;4.860,29;;Aprovada;Eliminada;;fabioa
109.093;2372_mauro;10_RECEBIDA;643010021;CAL HIDRATADA CH I;miriam;18/03/2025;21/03/2025;03/04/2025;120;1,743;209,16;120;0;82.516;21/03/2025;194.450;5788;PROPEQ;2,1;252;27/03/2025;Aprovada;Recebida;;2475_luciano
109.093;2372_mauro;10_RECEBIDA;643010020;ADENSADOR;miriam;18/03/2025;21/03/2025;03/04/2025;200;1,245;249;200;0;82.516;21/03/2025;194.448;5788;PROPEQ;1,5;300;27/03/2025;Aprovada;Recebida;;2475_luciano
109.093;2372_mauro;10_RECEBIDA;643010019;PROPAC 100/CR;miriam;18/03/2025;21/03/2025;03/04/2025;400;1,9505;780,2;400;0;82.516;21/03/2025;194.449;5788;PROPEQ;2,35;940;27/03/2025;Aprovada;Recebida;;2475_luciano
109.093;2372_mauro;10_RECEBIDA;641030067;NITRATO DE SODIO;miriam;18/03/2025;21/03/2025;03/04/2025;150;15,189;2.278,35;150;0;82.517;21/03/2025;194.451;3476;BUSCHLE;18,3;2.745,00;02/04/2025;Aprovada;Recebida;;2475_luciano
109.093;2372_mauro;09_PDACEITO_FOR;411310019;PALLET MADEIRA DELPHI EXPORTACAO 1150 X 1150 X 115MM;Miriam;18/03/2025;21/03/2025;30/04/2025;40;45;1.800,00;0;40;60.735;13/02/2019;194.452;1314;KIMADEIRAS;46;1.840,00;;Aprovada;Confirmada;;2475_luciano
109.093;2372_mauro;10_RECEBIDA;641040100;DALKLEAR FLUX 8;miriam;18/03/2025;21/03/2025;25/03/2025;120;5,3;636;120;0;38.484;17/06/2014;194.453;3983;BAND QUIMICA;5,3;636;;Aprovada;Recebida;;2475_luciano
109.093;2372_mauro;10_RECEBIDA;641040113;BAND CLEAN 51;miriam;18/03/2025;21/03/2025;25/03/2025;150;4,71;706,5;150;0;38.484;17/06/2014;194.454;3983;BAND QUIMICA;19;2.850,00;;Aprovada;Recebida;;2475_luciano
109.093;2372_mauro;10_RECEBIDA;641040112;BAND CLOR;miriam;18/03/2025;21/03/2025;25/03/2025;100;2,2;220;100;0;38.484;17/06/2014;194.455;3983;BAND QUIMICA;2,2;220;;Aprovada;Recebida;;2475_luciano
109.093;2372_mauro;10_RECEBIDA;641050915;DALKLEAR 300 PLUS;miriam;18/03/2025;21/03/2025;25/03/2025;60;3,9;234;60;0;38.484;17/06/2014;194.456;3983;BAND QUIMICA;8,75;525;;Aprovada;Recebida;;2475_luciano
109.093;2372_mauro;10_RECEBIDA;641010136;DESMOLDANTE VICAST 32250 - BB 18 KG;Miriam;18/03/2025;21/03/2025;31/03/2025;90;21,7778;1.960,00;90;0;62.907;12/07/2019;194.457;4787;VICOLI INDUS;23,90111;2.151,10;;Aprovada;Recebida;;2475_luciano
109.093;2372_mauro;10_RECEBIDA;641050902;AGUA DESMINERALIZADA;miriam;18/03/2025;21/03/2025;25/03/2025;60;2,0335;122,01;60;0;38.484;17/06/2014;194.458;3983;BAND QUIMICA;2,45;147;;Aprovada;Recebida;;2475_luciano
109.093;2372_mauro;10_RECEBIDA;641040104;DALKLEAR TAMBOREAMENTO;miriam;18/03/2025;21/03/2025;25/03/2025;100;3,99;399;100;0;38.484;17/06/2014;194.459;3983;BAND QUIMICA;6,65;665;;Aprovada;Recebida;;2475_luciano
109.093;2372_mauro;10_RECEBIDA;641030066;ACIDO NITRICO 54 - 54%;miriam;18/03/2025;21/03/2025;03/04/2025;3;145,5;436,5;3;0;82.517;21/03/2025;194.460;3476;BUSCHLE;145,5;436,5;02/04/2025;Aprovada;Recebida;;2475_luciano
109.093;2372_mauro;10_RECEBIDA;641011166;DESMOLDANTE GRAFITE CONDAFORGE AL ISO 11;Miriam;18/03/2025;21/03/2025;21/04/2025;200;25;5.000,00;200;0;80.272;05/07/2024;194.461;5996;CONDAT SP;26,625;5.325,00;;Aprovada;Recebida;;2475_luciano
109.093;2372_mauro;10_RECEBIDA;991230013;BOMBONAS PLASTICAS;miriam;18/03/2025;21/03/2025;03/04/2025;3;30;90;3;0;82.517;21/03/2025;194.462;3476;BUSCHLE;30;90;02/04/2025;Aprovada;Recebida;;2475_luciano
109.093;2372_mauro;10_RECEBIDA;641050014;PAPEL HIGIENICO ROLAO 8 X 300MT 9CM CELULOSE FLAMINGO;Miriam;18/03/2025;21/03/2025;25/03/2025;7;74,9;524,3;7;0;81.221;14/10/2024;194.463;6172;VS PRODUTOS;74,9;524,3;;Aprovada;Recebida;;2475_luciano
109.093;2372_mauro;10_RECEBIDA;641050002;SACO ALGODAO 40 X 70CM - 65G (PANO DE CHAO);Miriam;18/03/2025;21/03/2025;25/03/2025;20;3,98;79,6;20;0;81.221;14/10/2024;194.464;6172;VS PRODUTOS;3,98;79,6;;Aprovada;Recebida;;2475_luciano
109.093;2372_mauro;10_RECEBIDA;641050904;SACO ALVEJADO XADREZ 43X63 - 90GR;Miriam;18/03/2025;21/03/2025;25/03/2025;20;4,2;84;20;0;81.221;14/10/2024;194.465;6172;VS PRODUTOS;4,2;84;;Aprovada;Recebida;;2475_luciano
109.094;2372_mauro;01_SEM_OC;651300348;CAPA DO ROTOR RO-TC-300-02;Miriam;18/03/2025;;25/03/2025;1;110;110;0;1;0;;0;0;;110;0;;Não Aprovada;;;
109.094;2372_mauro;01_SEM_OC;651300347;BLINDAGEM LADO DO INJETOR RO-TC-300-08;Miriam;18/03/2025;;25/03/2025;1;576,85;576,85;0;1;0;;0;0;;576,85;0;;Não Aprovada;;;
109.094;2372_mauro;01_SEM_OC;651040316;COROA  Nº6 - DES:35041338 OVERDRILL;irineu;18/03/2025;;25/03/2025;1;4.364,97;4.364,97;0;1;0;;0;0;;4.364,97;0;;Não Aprovada;;;
109.094;2372_mauro;01_SEM_OC;651040356;ENGRENAGEM INTERMEDIARIA Nº 10 DES:35041238 OVERDRILL;irineu;18/03/2025;;25/03/2025;1;1;1;0;1;0;;0;0;;1;0;;Não Aprovada;;;
109.095;2483_caio;09_PEDIDO_FOR;651040505;FUSO DE ESFERA EIXO X NH4000 - S31301A02;irineu;18/03/2025;19/03/2025;20/05/2025;1;50.000,00;50.000,00;0;1;82.537;24/03/2025;194.381;6236;PEDE LOGO;44.340,08;44.340,08;27/03/2025;Aprovada;Confirmada;;2475_luciano
109.095;2483_caio;09_PEDIDO_FOR;651040595;FUSO DE ESFERAS DO EIXO Y E Z DA NH4000 - S31300A;irineu;18/03/2025;19/03/2025;20/05/2025;1;45.000,00;45.000,00;0;1;82.537;24/03/2025;194.382;6236;PEDE LOGO;47.829,96;47.829,96;27/03/2025;Aprovada;Confirmada;;2475_luciano
109.095;2483_caio;09_PEDIDO_FOR;651040595;FUSO DE ESFERAS DO EIXO Y E Z DA NH4000 - S31300A;irineu;18/03/2025;19/03/2025;20/05/2025;1;45.000,00;45.000,00;0;1;82.537;24/03/2025;194.383;6236;PEDE LOGO;47.829,96;47.829,96;27/03/2025;Aprovada;Confirmada;;2475_luciano
109.096;2303_roberto;10_RECEBIDA;701290213S;PS INSERTO MD DESB SOLDA Ï32 HOLLOW SV053I0775 0235;irineu;18/03/2025;19/03/2025;10/04/2025;13;41,65;541,45;13;0;82.531;24/03/2025;194.384;3183;SUL VIDIAS;41,65;541,45;27/03/2025;Aprovada;Recebida;;clayton
109.097;2303_roberto;10_RECEBIDA;701240310s;PS FRESA MD 4C HEL CRI SC Ø20 X 45MM;irineu;18/03/2025;19/03/2025;31/03/2025;2;79,12;158,24;2;0;82.487;20/03/2025;194.385;6153;SOEK TOOLS;79,12;158,24;21/03/2025;Aprovada;Recebida;;clayton
109.098;2303_roberto;09_PEDIDO_FOR;651210190;MANGUEIRA FLEXIVEL ARTICULADA 1/2 X 500MM;irineu;18/03/2025;19/03/2025;29/04/2025;4;100;400;0;4;82.663;04/04/2025;194.386;1561;VOGA;72,5;290;10/04/2025;Aprovada;Confirmada;;clayton
109.099;2303_roberto;10_RECEBIDA;701020039;BROCA DE CENTRO AR 2C HEL SRI Ø3,15 X 8  X 100;irineu;18/03/2025;19/03/2025;04/04/2025;2;74,48;148,96;2;0;82.605;31/03/2025;194.387;1008;FG CWB;96,205;192,41;07/04/2025;Aprovada;Recebida;;clayton
109.101;2511_matheus;09_PEDIDO_FOR;701800640;CALÇO LAMINADO;irineu;19/03/2025;19/03/2025;05/05/2025;13;55;715;0;13;82.505;20/03/2025;194.388;6353;SANDSTEEL;55;715;21/03/2025;Aprovada;Confirmada;;clayton
109.101;2511_matheus;09_PEDIDO_FOR;701800640;CALÇO LAMINADO;irineu;19/03/2025;19/03/2025;05/05/2025;9;82;738;0;9;82.505;20/03/2025;194.389;6353;SANDSTEEL;82;738;21/03/2025;Aprovada;Confirmada;;clayton
109.105;2511_matheus;10_RECEBIDA;701910328cf;PS CORTE A FIO- MATRIZ INFERIOR PRE-FORMA BRIDGE K2K;miriam;19/03/2025;19/03/2025;11/04/2025;2;390;780;2;0;82.489;20/03/2025;194.390;6217;ELFF;390;780;20/03/2025;Aprovada;Recebida;;fabioa
109.105;2511_matheus;10_RECEBIDA;701930328CF;PS CORTE A FIO- MATRIZ INFERIOR FINAL BRIDGE K2K;miriam;19/03/2025;19/03/2025;11/04/2025;2;390;780;2;0;82.489;20/03/2025;194.391;6217;ELFF;390;780;20/03/2025;Aprovada;Recebida;;fabioa
109.105;2511_matheus;10_RECEBIDA;701930328CF;PS CORTE A FIO- MATRIZ INFERIOR FINAL BRIDGE K2K;miriam;19/03/2025;19/03/2025;11/04/2025;8;282,5;2.260,00;8;0;82.489;20/03/2025;194.392;6217;ELFF;282,5;2.260,00;20/03/2025;Aprovada;Recebida;;fabioa
109.105;2511_matheus;10_RECEBIDA;701920328CF;PS CORTE A FIO- MATRIZ SUPERIOR FINAL BRIDGE K2K;miriam;19/03/2025;19/03/2025;11/04/2025;6;395;2.370,00;6;0;82.489;20/03/2025;194.393;6217;ELFF;395;2.370,00;20/03/2025;Aprovada;Recebida;;fabioa
109.108;estagiariomt;01_SEM_OC;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;Irineu;19/03/2025;21/03/2025;10/04/2025;1;4.237,00;4.237,00;0;0;0;;0;0;;4.237,00;0;;Não Aprovada;;;2475_luciano
109.108;estagiariomt;01_SEM_OC;991010054;COMPONENTES DE SERVICO;Irineu;19/03/2025;21/03/2025;10/04/2025;1;4.630,00;4.630,00;0;0;0;;0;0;;4.630,00;0;;Não Aprovada;;;2475_luciano
109.114;tailane;10_RECEBIDA;801090235;PAPEL VERGE A4 180GRS BRANCO 50FLS FILIPERSON;Miriam;19/03/2025;19/03/2025;01/04/2025;2;20,1;40,2;2;0;59.913;20/04/2017;194.397;2863;FABESUL;20,1;40,2;;Aprovada;Recebida;;clayton
109.114;tailane;10_RECEBIDA;801090157;MARCA TEXTO PILOT LUMICOLOR 200-SL AMARELO;Miriam;19/03/2025;19/03/2025;01/04/2025;1;2,45;2,45;1;0;59.913;20/04/2017;194.398;2863;FABESUL;2,7;2,7;;Aprovada;Recebida;;clayton
109.114;tailane;10_RECEBIDA;801090164;MARCADOR PILOT 2,00MM PRETO;Miriam;19/03/2025;19/03/2025;01/04/2025;12;3,2;38,4;12;0;59.913;20/04/2017;194.399;2863;FABESUL;3,57;42,84;;Aprovada;Recebida;;clayton
109.114;tailane;10_RECEBIDA;801090166;GRAMPO 26/6 CX 5000 GALVANIZADO JOCAR REF 93010;Miriam;19/03/2025;19/03/2025;01/04/2025;1;9,84;9,84;1;0;59.913;20/04/2017;194.401;2863;FABESUL;9,84;9,84;;Aprovada;Recebida;;clayton
109.114;tailane;10_RECEBIDA;801090231;MARCADOR P/RETROPROJETOR PILOT 1,0MM PRETO;Miriam;19/03/2025;19/03/2025;01/04/2025;12;6,18;74,16;12;0;59.913;20/04/2017;194.402;2863;FABESUL;6,18;74,16;;Aprovada;Recebida;;clayton
109.114;tailane;10_RECEBIDA;801090139;FITA ADESIVA 18X50M TRANSP POLIPROPILENO IMPORTADA SD;Miriam;19/03/2025;19/03/2025;01/04/2025;1;1,91;1,91;1;0;59.913;20/04/2017;194.403;2863;FABESUL;2,18;2,18;;Aprovada;Recebida;;clayton
109.114;tailane;10_RECEBIDA;801090285;PINCEL P/QUADRO BRANCO PILOT WBM7 PRETO;Miriam;19/03/2025;19/03/2025;01/04/2025;12;6,65;79,8;12;0;59.913;20/04/2017;194.404;2863;FABESUL;7,44;89,28;;Aprovada;Recebida;;clayton
109.114;tailane;10_RECEBIDA;801090204;EXTRATOR DE GRAMPO TIPO ESPATULA ZINCADO;Miriam;19/03/2025;19/03/2025;01/04/2025;1;1,38;1,38;1;0;59.913;20/04/2017;194.405;2863;FABESUL;1,38;1,38;;Aprovada;Recebida;;clayton
109.114;tailane;10_RECEBIDA;801090237;LAPISEIRA 0.7MM PILOT SUPER GRIP H187SL AZUL;Miriam;19/03/2025;19/03/2025;01/04/2025;1;9,1;9,1;1;0;59.913;20/04/2017;194.406;2863;FABESUL;9,78;9,78;;Aprovada;Recebida;;clayton
109.114;tailane;10_RECEBIDA;801090342;PINCEL PARA QUADRO BRANCO WBM 7 VERDE;Miriam;19/03/2025;19/03/2025;01/04/2025;12;6,65;79,8;12;0;59.913;20/04/2017;194.407;2863;FABESUL;6,65;79,8;;Aprovada;Recebida;;clayton
